,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
1566,New Construction Home,,Townhouse,40740 Fremont Blvd,Fremont,CA,94538,969990,3.0,4.0,Boulevard Heights,2126.0,,2020.0,1.0,456.0,,Active,,,http://www.redfin.com/CA/Fremont/40740-Fremont-Blvd-94538/home/170363108,NewHomeSource.com,1805426,N,Y,37.535351,-121.962753
1567,New Construction Home,,Townhouse,37315 Gosling Ter,Fremont,CA,94536,860981,3.0,3.0,Renato,1436.0,,2020.0,1.0,600.0,,Active,,,http://www.redfin.com/CA/Fremont/Unknown-94536/home/168824057,NewHomeSource.com,1805430,N,Y,37.556708,-122.008477
1568,New Construction Home,,Townhouse,4121 Peralta Blvd,Fremont,CA,94536,907425,3.0,3.0,Renato,1441.0,,2020.0,1.0,630.0,,Active,,,http://www.redfin.com/CA/Fremont/4121-Peralta-Blvd-94536/home/167266844,NewHomeSource.com,1805431,N,Y,37.55702,-122.007991
1569,New Construction Home,,Townhouse,37301 Maple St,Fremont,CA,94536,941332,3.0,3.0,Renato,1774.0,,2020.0,1.0,531.0,,Active,,,http://www.redfin.com/CA/Fremont/37301-Maple-St-94536/home/168824063,NewHomeSource.com,1805432,N,Y,37.5576527,-122.0085925
1570,New Construction Home,,Condo/Co-op,87 Zenith Cmn,Fremont,CA,94539,799900,2.0,2.0,Apex at Mission Stevenson,1248.0,,2020.0,7.0,641.0,,Active,,,http://www.redfin.com/CA/FREMONT/87-ZENITH-CMN-94539/home/168826981,NewHomeSource.com,1798368,N,Y,37.561002,-121.958804
1571,New Construction Home,,Townhouse,40769 Squill Cmn Model,Fremont,CA,94538,939990,2.0,2.5,Boulevard Heights,1439.0,,2020.0,7.0,653.0,,Active,,,http://www.redfin.com/CA/Fremont/40769-Squill-Cmn-94538/home/170301782,NewHomeSource.com,1798802,N,Y,37.535351,-121.962753
1572,New Construction Home,,Single Family Residential,347 Staircase Falls Common | Lot 32,Fremont,CA,94539,1463345,3.0,4.0,Enclave at Mission Falls | A 55+ Community,2029.0,,2020.0,17.0,721.0,,Active,,,http://www.redfin.com/CA/Fremont/347-Staircase-Falls-Common-94539/unit-32/home/170214881,NewHomeSource.com,1794069,N,Y,37.4843,-121.92841
1573,New Construction Home,,Single Family Residential,389 Tufa Falls Terrace | Lot 21,Fremont,CA,94539,1504889,3.0,4.0,Enclave at Mission Falls | A 55+ Community,2172.0,,2020.0,17.0,693.0,,Active,,,http://www.redfin.com/CA/Fremont/389-Falls-Ter-94555/unit-21/home/170214880,NewHomeSource.com,1794070,N,Y,37.4843,-121.92841
1574,New Construction Home,,Multi-Family (2-4 Unit),171 Bridalveil Falls Common | Lot 101c,Fremont,CA,94539,951498,2.0,2.0,Enclave at Mission Falls | A 55+ Community,1496.0,,2020.0,17.0,636.0,,Active,,,http://www.redfin.com/CA/Fremont/171-Bridalveil-Falls-Common-94539/unit-101c/home/170214879,NewHomeSource.com,1794073,N,Y,37.4843,-121.92841
1575,New Construction Home,,Townhouse,44808 Fremont Blvd Unit 1004 Bl4,Fremont,CA,94538,929070,2.0,2.5,Innovation - Revo,1502.0,,2019.0,25.0,619.0,,Active,,,http://www.redfin.com/CA/Fremont/44808-Fremont-Blvd-94538/unit-1004-Bl4/home/170173400,NewHomeSource.com,1789914,N,Y,37.5028,-121.946
1576,New Construction Home,,Condo/Co-op,39429 Mission Blvd,Fremont,CA,94539,1199900,4.0,3.5,Apex at Mission Stevenson,1848.0,,2019.0,55.0,649.0,,Active,,,http://www.redfin.com/CA/Fremont/39429-Mission-Blvd-94539/home/168826996,NewHomeSource.com,1773795,N,Y,37.56125520000001,-121.9581325
1577,New Construction Home,,Condo/Co-op,39425 Mission Blvd,Fremont,CA,94539,924900,2.0,2.0,Apex at Mission Stevenson,1248.0,,2019.0,55.0,741.0,,Active,,,http://www.redfin.com/CA/Fremont/39425-Mission-Blvd-94539/home/168826995,NewHomeSource.com,1773799,N,Y,37.561336,-121.95811299999998
1578,New Construction Home,,Condo/Co-op,39421 Mission Blvd,Fremont,CA,94539,849900,2.0,2.0,Apex at Mission Stevenson,1023.0,,2019.0,55.0,831.0,,Active,,,http://www.redfin.com/CA/Fremont/39421-Mission-Blvd-94539/home/168826994,NewHomeSource.com,1773800,N,Y,37.561353,-121.958164
1579,New Construction Home,,Multi-Family (2-4 Unit),567 Hallow Falls Common | Lot 19c,Fremont,CA,94539,1337686,3.0,4.0,Enclave at Mission Falls | A 55+ Community,2251.0,,2019.0,59.0,594.0,,Active,,,http://www.redfin.com/CA/Fremont/567-Hallow-Falls-Common-94539/unit-19c/home/169935939,NewHomeSource.com,1769846,N,Y,37.4843,-121.92841
1580,New Construction Home,,Multi-Family (2-4 Unit),547 Hallow Falls Common | Lot 19e,Fremont,CA,94539,1371723,3.0,4.0,Enclave at Mission Falls | A 55+ Community,2251.0,,2019.0,59.0,609.0,,Active,,,http://www.redfin.com/CA/Fremont/547-Hallow-Falls-Common-94539/unit-19e/home/169935938,NewHomeSource.com,1769847,N,Y,37.4843,-121.92841
1581,New Construction Home,,Single Family Residential,39906 Waxwing Dr,Newark,CA,94560,1482810,5.0,3.0,Primrose at Sanctuary Village,2494.0,,2019.0,64.0,595.0,,Active,,,http://www.redfin.com/CA/Newark/Waxwing-Dr-94560/home/168831419,NewHomeSource.com,1765556,N,Y,37.512673,-121.995374
1582,New Construction Home,,Condo/Co-op,44899 Challenge Cmn Unit 400,Fremont,CA,94538,929600,2.0,2.0,Theory at Innovation,1279.0,,2019.0,71.0,727.0,,Active,,,http://www.redfin.com/CA/Fremont/44899-Challenge-Cmn-94539/unit-400/home/169780622,NewHomeSource.com,1760792,N,Y,37.501344,-121.947996
1583,New Construction Home,,Condo/Co-op,3888 Invent Ter Unit 201,Fremont,CA,94538,890748,2.0,2.0,Theory at Innovation,1279.0,,2019.0,71.0,696.0,,Active,,,http://www.redfin.com/CA/Fremont/3888-Invent-TER-94538/unit-201/home/169780621,NewHomeSource.com,1760793,N,Y,37.504227,-121.964375
1584,New Construction Home,,Condo/Co-op,44899 Challenge Cmn Unit 203,Fremont,CA,94538,955164,3.0,2.0,Theory at Innovation,1479.0,,2019.0,71.0,646.0,,Active,,,http://www.redfin.com/CA/Fremont/44899-Challenge-Cmn-94539/unit-203/home/169780619,NewHomeSource.com,1760795,N,Y,37.501344,-121.947996
1585,New Construction Home,,Condo/Co-op,44899 Challenge Cmn Unit 303,Fremont,CA,94538,956092,3.0,2.0,Theory at Innovation,1479.0,,2019.0,71.0,646.0,,Active,,,http://www.redfin.com/CA/Fremont/44899-Challenge-Cmn-94539/unit-303/home/169780617,NewHomeSource.com,1760796,N,Y,37.501344,-121.947996
1586,New Construction Home,,Condo/Co-op,3888 Invent Ter Unit 402,Fremont,CA,94538,999618,3.0,2.0,Theory at Innovation,1479.0,,2019.0,71.0,676.0,,Active,,,http://www.redfin.com/CA/Fremont/3888-Invent-TER-94538/unit-402/home/169780616,NewHomeSource.com,1760797,N,Y,37.504227,-121.964375
1587,New Construction Home,,Condo/Co-op,3888 Invent Ter Unit 200,Fremont,CA,94538,1062565,3.0,2.5,Theory at Innovation,1701.0,,2019.0,71.0,625.0,,Active,,,http://www.redfin.com/CA/Fremont/3888-Invent-TER-94538/unit-200/home/169780615,NewHomeSource.com,1760798,N,Y,37.504227,-121.964375
1588,New Construction Home,,Condo/Co-op,3888 Invent Ter Unit 400,Fremont,CA,94538,1095888,3.0,2.5,Theory at Innovation,1701.0,,2019.0,71.0,644.0,,Active,,,http://www.redfin.com/CA/Fremont/3888-Invent-TER-94538/unit-400/home/169780614,NewHomeSource.com,1760799,N,Y,37.504227,-121.964375
1589,New Construction Home,,Condo/Co-op,42111 Osgood Rd. 418,Fremont,CA,94539,817040,3.0,3.0,Savant at Irvington,1356.0,,2019.0,87.0,603.0,,Active,,,http://www.redfin.com/CA/Fremont/42111-Osgood-Rd-94539/unit-418/home/169430718,NewHomeSource.com,1753594,N,Y,37.5279781,-121.951188
1590,New Construction Home,,Condo/Co-op,42111 Osgood Rd. 322,Fremont,CA,94539,630242,2.0,2.0,Savant at Irvington,906.0,,2019.0,88.0,696.0,,Active,,,http://www.redfin.com/CA/Fremont/42111-Osgood-Rd-94539/unit-322/home/169430838,NewHomeSource.com,1753004,N,Y,37.5279781,-121.951188
1591,New Construction Home,,Condo/Co-op,42111 Osgood Rd. 230,Fremont,CA,94539,793564,3.0,2.0,Savant at Irvington,1154.0,,2019.0,88.0,688.0,,Active,,,http://www.redfin.com/CA/Fremont/44047-Osgood-Rd-94539/home/170028961,NewHomeSource.com,1753042,N,Y,37.510679,-121.9405498
1592,New Construction Home,,Single Family Residential,379 Tufa Falls Terrace | Lot 20,Fremont,CA,94539,1557664,3.0,4.0,Enclave at Mission Falls | A 55+ Community,2260.0,,2019.0,104.0,689.0,,Active,,,http://www.redfin.com/CA/Fremont/379-Falls-Ter-94555/unit-20/home/169385090,NewHomeSource.com,1740838,N,Y,37.5613,-122.05
1593,New Construction Home,,Condo/Co-op,45128 Warm Springs Blvd,Fremont,CA,94539,982595,2.0,2.0,Westbourne Park at Metro Crossing,1300.0,,2019.0,112.0,756.0,,Active,,,http://www.redfin.com/CA/Fremont/45128-Warm-Springs-Blvd-94539/unit-107/home/146163332,NewHomeSource.com,1736770,N,Y,37.5034582,-121.9356821
1594,New Construction Home,,Townhouse,4119 Peralta Blvd,Fremont,CA,94536,984990,3.0,3.0,Renato,1652.0,,2019.0,126.0,596.0,,Active,,,http://www.redfin.com/CA/Fremont/4119-Peralta-Blvd-94536/home/167266845,NewHomeSource.com,1711534,N,Y,37.557054,-122.007966
1595,New Construction Plan,,Condo/Co-op,Residence 2,Fremont,CA,94539,799900,2.0,2.0,Apex at Mission Stevenson,1248.0,,,,641.0,,Active,,,http://www.redfin.com/CA/Fremont/Apex-at-Mission-Stevenson/Residence-2/home/170305902,NewHomeSource.com,Plan-111737341,N,Y,37.5607943,-121.9587139
1596,New Construction Plan,,Condo/Co-op,Residence 1,Fremont,CA,94539,785900,2.0,2.0,Apex at Mission Stevenson,1023.0,,,,768.0,,Active,,,http://www.redfin.com/CA/Fremont/Apex-at-Mission-Stevenson/Residence-1/home/170305901,NewHomeSource.com,Plan-111737342,N,Y,37.5607943,-121.9587139
1597,New Construction Plan,,Single Family Residential,Floorplan 1,Fremont,CA,94539,2398000,4.0,4.5,Mission Creek,3625.0,,,,662.0,,Active,,,http://www.redfin.com/CA/Fremont/Mission-Creek/Floorplan-1/home/170352642,NewHomeSource.com,Plan-111257004,N,Y,37.5393583,-121.9272639
1598,New Construction Plan,,Single Family Residential,Plan 2 Modeled,Newark,CA,94560,1370000,4.0,3.0,Primrose at Sanctuary Village,2299.0,,,,596.0,,Active,,,http://www.redfin.com/CA/Newark/Primrose-at-Sanctuary-Village/Plan-2-Modeled/home/167145240,NewHomeSource.com,Plan-111589922,N,Y,37.512673,-121.995374
1599,New Construction Plan,,Condo/Co-op,R-1X,Fremont,CA,94539,1391995,3.0,2.5,Russell Square at Metro Crossing,1888.0,,,,737.0,,Active,,,http://www.redfin.com/CA/Fremont/Russell-Square-at-Metro-Crossing/R-1X/home/170300380,NewHomeSource.com,Plan-111461751,N,Y,37.501322,-121.934804
1600,New Construction Plan,,Condo/Co-op,R-2,Fremont,CA,94539,1529995,3.0,2.5,Russell Square at Metro Crossing,2097.0,,,,730.0,,Active,,,http://www.redfin.com/CA/Fremont/Russell-Square-at-Metro-Crossing/R-2/home/170300379,NewHomeSource.com,Plan-111461752,N,Y,37.501322,-121.934804
1601,New Construction Plan,,Condo/Co-op,R-2X,Fremont,CA,94539,1549995,3.0,2.5,Russell Square at Metro Crossing,2135.0,,,,726.0,,Active,,,http://www.redfin.com/CA/Fremont/Russell-Square-at-Metro-Crossing/R-2X/home/170175373,NewHomeSource.com,Plan-111461753,N,Y,37.501322,-121.934804
1602,New Construction Plan,,Condo/Co-op,R-1,Fremont,CA,94539,1371995,3.0,2.5,Russell Square at Metro Crossing,1847.0,,,,743.0,,Active,,,http://www.redfin.com/CA/Fremont/Russell-Square-at-Metro-Crossing/R-1/home/170230721,NewHomeSource.com,Plan-111461750,N,Y,37.501322,-121.934804
1603,New Construction Plan,,Condo/Co-op,Residence 3,Fremont,CA,94539,915900,3.0,2.5,Apex at Mission Stevenson,1591.0,,,,576.0,,Active,,,http://www.redfin.com/CA/Fremont/Apex-at-Mission-Stevenson/Residence-3/home/170353345,NewHomeSource.com,Plan-111737340,N,Y,37.5607943,-121.9587139
1604,New Construction Plan,,Condo/Co-op,R-3X,Fremont,CA,94539,1562995,4.0,3.5,Russell Square at Metro Crossing,2493.0,,,,627.0,,Active,,,http://www.redfin.com/CA/Fremont/Russell-Square-at-Metro-Crossing/R-3X/home/170215008,NewHomeSource.com,Plan-111461749,N,Y,37.501322,-121.934804
1605,New Construction Plan,,Single Family Residential,Plan 1 Modeled,Newark,CA,94560,1325000,4.0,3.0,Primrose at Sanctuary Village,2068.0,,,,641.0,,Active,,,http://www.redfin.com/CA/Newark/Primrose-at-Sanctuary-Village/Plan-1-Modeled/home/167145239,NewHomeSource.com,Plan-111596848,N,Y,37.512673,-121.995374
1606,New Construction Plan,,Condo/Co-op,R-3,Fremont,CA,94539,1542995,4.0,3.5,Russell Square at Metro Crossing,2453.0,,,,629.0,,Active,,,http://www.redfin.com/CA/Fremont/Russell-Square-at-Metro-Crossing/R-3/home/170213447,NewHomeSource.com,Plan-111461748,N,Y,37.501322,-121.934804
1607,New Construction Plan,,Condo/Co-op,Residence 5,Fremont,CA,94539,999900,4.0,3.5,Apex at Mission Stevenson,1848.0,,,,541.0,,Active,,,http://www.redfin.com/CA/Fremont/Apex-at-Mission-Stevenson/Residence-5/home/170305903,NewHomeSource.com,Plan-111737338,N,Y,37.5607943,-121.9587139
1608,New Construction Plan,,Townhouse,Residence 4,Fremont,CA,94538,1043880,3.0,3.5,Innovation - Fuse,1780.0,,,,586.0,,Active,,,http://www.redfin.com/CA/Fremont/Innovation-Fuse/Residence-4/home/147129134,NewHomeSource.com,Plan-111479037,N,Y,37.5019709,-121.9480754
1609,New Construction Plan,,Single Family Residential,Plan 3,Newark,CA,94560,1410000,5.0,3.0,Primrose at Sanctuary Village,2494.0,,,,565.0,,Active,,,http://www.redfin.com/CA/Newark/Primrose-at-Sanctuary-Village/Plan-3/home/167145238,NewHomeSource.com,Plan-111648783,N,Y,37.512673,-121.995374
1610,New Construction Plan,,Single Family Residential,Residence 1,Fremont,CA,94539,2259900,4.0,4.5,Palm,3355.0,,,,674.0,,Active,,,http://www.redfin.com/CA/Fremont/Palm/Residence-1/home/169953177,NewHomeSource.com,Plan-111737333,N,Y,37.5383029,-121.93100049999998
1611,New Construction Plan,,Single Family Residential,Residence 2,Fremont,CA,94539,2450900,4.0,4.5,Palm,3621.0,,,,677.0,,Active,,,http://www.redfin.com/CA/Fremont/Palm/Residence-2/home/169865609,NewHomeSource.com,Plan-111737332,N,Y,37.5383029,-121.93100049999998
1612,New Construction Plan,,Single Family Residential,Residence 4,Fremont,CA,94539,2159900,4.0,4.5,Palm,3895.0,,,,555.0,,Active,,,http://www.redfin.com/CA/Fremont/Palm/Residence-4/home/169865610,NewHomeSource.com,Plan-111737330,N,Y,37.5383029,-121.93100049999998
1613,New Construction Plan,,Single Family Residential,Residence 3,Fremont,CA,94539,2169900,4.0,4.5,Palm,3621.0,,,,599.0,,Active,,,http://www.redfin.com/CA/Fremont/Palm/Residence-3/home/169953178,NewHomeSource.com,Plan-111737331,N,Y,37.5383029,-121.93100049999998
1614,New Construction Plan,,Single Family Residential,Residence 5,Fremont,CA,94539,2314900,4.0,4.5,Palm,4021.0,,,,576.0,,Active,,,http://www.redfin.com/CA/Fremont/Palm/Residence-5/home/169953179,NewHomeSource.com,Plan-101737329,N,Y,37.5383029,-121.93100049999998
1615,New Construction Plan,,Single Family Residential,The Verte,Fremont,CA,94539,1464990,3.0,4.0,Enclave at Mission Falls | A 55+ Community,2260.0,,,,648.0,,Active,,,http://www.redfin.com/CA/Fremont/Enclave-at-Mission-Falls-A-55-Community/The-Verte/home/169102930,NewHomeSource.com,Plan-101592917,N,Y,37.4843,-121.92841
1616,New Construction Plan,,Single Family Residential,The Legacy,Fremont,CA,94539,2598000,5.0,4.5,Orchard Heights,3450.0,,,,753.0,,Active,,,http://www.redfin.com/CA/Fremont/Orchard-Heights/The-Legacy/home/160689100,NewHomeSource.com,Plan-101616995,N,Y,37.544632,-121.926464
1617,New Construction Plan,,Townhouse,Plan 5 Live and Work,Fremont,CA,94538,1046990,3.0,4.0,Boulevard Heights,2126.0,,,,492.0,,Active,,,http://www.redfin.com/CA/Fremont/Boulevard-Heights/Plan-5-Live-and-Work/home/169958602,NewHomeSource.com,Plan-101537334,N,Y,37.5358858,-121.9615975
1618,New Construction Plan,,Townhouse,Plan 4 Live and Work,Fremont,CA,94538,1016990,3.0,3.5,Boulevard Heights,2084.0,,,,488.0,,Active,,,http://www.redfin.com/CA/Fremont/Boulevard-Heights/Plan-4-Live-and-Work/home/169958603,NewHomeSource.com,Plan-101537332,N,Y,37.5358858,-121.9615975
1619,New Construction Plan,,Townhouse,Plan 4,Fremont,CA,94538,1016990,3.0,3.0,Boulevard Heights,1975.0,,,,515.0,,Active,,,http://www.redfin.com/CA/Fremont/Boulevard-Heights/Plan-4/home/169868459,NewHomeSource.com,Plan-101537330,N,Y,37.5358858,-121.9615975
1620,New Construction Plan,,Townhouse,Residence 5,Fremont,CA,94536,858880,2.0,2.5,Centerville Station,1283.0,,,,669.0,,Active,,,http://www.redfin.com/CA/Fremont/Centerville-Station/Residence-5/home/169949640,NewHomeSource.com,Plan-101609780,N,Y,37.559522,-122.00255
1621,New Construction Plan,,Townhouse,Residence 4,Fremont,CA,94536,1049880,4.0,3.5,Centerville Station,1874.0,,,,560.0,,Active,,,http://www.redfin.com/CA/Fremont/Centerville-Station/Residence-4/home/169949641,NewHomeSource.com,Plan-101609778,N,Y,37.559522,-122.00255
1622,New Construction Plan,,Townhouse,Plan 1,Fremont,CA,94538,871990,2.0,2.5,Boulevard Heights,1439.0,,,,606.0,,Active,,,http://www.redfin.com/CA/Fremont/Boulevard-Heights/Plan-1/home/169868460,NewHomeSource.com,Plan-101537326,N,Y,37.5358858,-121.9615975
1623,New Construction Plan,,Townhouse,Plan 2,Fremont,CA,94538,926990,3.0,2.5,Boulevard Heights,1573.0,,,,589.0,,Active,,,http://www.redfin.com/CA/Fremont/Boulevard-Heights/Plan-2/home/169958605,NewHomeSource.com,Plan-101537327,N,Y,37.5358858,-121.9615975
1624,New Construction Plan,,Townhouse,Plan 2,Fremont,CA,94536,959990,3.0,3.0,Renato,1652.0,,,,581.0,,Active,,,http://www.redfin.com/CA/Fremont/Renato/Plan-2/home/169868457,NewHomeSource.com,Plan-101537396,N,Y,37.5569356,-122.0081979
1625,New Construction Plan,,Townhouse,Plan 2 EXT,Fremont,CA,94536,949336,3.0,3.0,Renato,1774.0,,,,535.0,,Active,,,http://www.redfin.com/CA/Fremont/Renato/Plan-2-EXT/home/169958601,NewHomeSource.com,Plan-101667036,N,Y,37.5569356,-122.0081979
1626,New Construction Plan,,Townhouse,Residence 3,Fremont,CA,94536,1026880,3.0,3.5,Centerville Station,1729.0,,,,594.0,,Active,,,http://www.redfin.com/CA/Fremont/Centerville-Station/Residence-3/home/169949642,NewHomeSource.com,Plan-101609776,N,Y,37.559522,-122.00255
1627,New Construction Plan,,Townhouse,Plan 1,Fremont,CA,94536,799990,3.0,3.0,Renato,1436.0,,,,557.0,,Active,,,http://www.redfin.com/CA/Fremont/Renato/Plan-1/home/169878452,NewHomeSource.com,Plan-101537395,N,Y,37.5569356,-122.0081979
1628,New Construction Plan,,Condo/Co-op,C-P5,Fremont,CA,94539,1582990,3.0,3.5,Chancery Lane at Metro Crossing,2600.0,,,,609.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-P5/home/170348615,NewHomeSource.com,Plan-101471452,N,Y,37.501322,-121.934804
1629,New Construction Plan,,Condo/Co-op,C-P4,Fremont,CA,94539,1590990,4.0,3.5,Chancery Lane at Metro Crossing,2717.0,,,,586.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-P4/home/170348616,NewHomeSource.com,Plan-101471451,N,Y,37.501322,-121.934804
1630,New Construction Plan,,Condo/Co-op,C-P3,Fremont,CA,94539,1652990,3.0,3.5,Chancery Lane at Metro Crossing,2884.0,,,,573.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-P3/home/170348617,NewHomeSource.com,Plan-101471450,N,Y,37.501322,-121.934804
1631,New Construction Plan,,Condo/Co-op,C-P2,Fremont,CA,94539,1473990,3.0,3.5,Chancery Lane at Metro Crossing,2465.0,,,,598.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-P2/home/170348618,NewHomeSource.com,Plan-101471449,N,Y,37.501322,-121.934804
1632,New Construction Plan,,Condo/Co-op,C-P1,Fremont,CA,94539,1440990,3.0,3.5,Chancery Lane at Metro Crossing,2392.0,,,,602.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-P1/home/170348619,NewHomeSource.com,Plan-101471448,N,Y,37.501322,-121.934804
1633,New Construction Plan,,Condo/Co-op,C-9,Fremont,CA,94539,1203990,2.0,2.0,Chancery Lane at Metro Crossing,1950.0,,,,617.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-9/home/170348620,NewHomeSource.com,Plan-101471443,N,Y,37.501322,-121.934804
1634,New Construction Plan,,Condo/Co-op,C-8,Fremont,CA,94539,1097990,2.0,2.0,Chancery Lane at Metro Crossing,1678.0,,,,654.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-8/home/170348621,NewHomeSource.com,Plan-101471442,N,Y,37.501322,-121.934804
1635,New Construction Plan,,Condo/Co-op,C-7,Fremont,CA,94539,1628990,3.0,3.5,Chancery Lane at Metro Crossing,3027.0,,,,538.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-7/home/170348622,NewHomeSource.com,Plan-101471441,N,Y,37.501322,-121.934804
1636,New Construction Plan,,Condo/Co-op,C-6,Fremont,CA,94539,1266990,3.0,3.0,Chancery Lane at Metro Crossing,1880.0,,,,674.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-6/home/170348623,NewHomeSource.com,Plan-101471440,N,Y,37.501322,-121.934804
1637,New Construction Plan,,Condo/Co-op,C-3,Fremont,CA,94539,1382990,3.0,3.0,Chancery Lane at Metro Crossing,2305.0,,,,600.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-3/home/170348614,NewHomeSource.com,Plan-101525900,N,Y,37.501322,-121.934804
1638,New Construction Plan,,Condo/Co-op,C-5,Fremont,CA,94539,1092990,2.0,2.0,Chancery Lane at Metro Crossing,1730.0,,,,632.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-5/home/170348613,NewHomeSource.com,Plan-101471439,N,Y,37.501322,-121.934804
1639,New Construction Plan,,Condo/Co-op,W-2C,Fremont,CA,94539,1059995,2.0,2.0,Westbourne Park at Metro Crossing,1510.0,,,,702.0,,Active,,,http://www.redfin.com/CA/Fremont/Westbourne-Park-at-Metro-Crossing/W-2C/home/170348611,NewHomeSource.com,Plan-101547669,N,Y,37.501322,-121.934804
1640,New Construction Plan,,Condo/Co-op,C-4B,Fremont,CA,94539,1186990,2.0,2.0,Chancery Lane at Metro Crossing,1886.0,,,,629.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-4B/home/170348624,NewHomeSource.com,Plan-101471438,N,Y,37.501322,-121.934804
1641,New Construction Plan,,Condo/Co-op,C-4A,Fremont,CA,94539,1186990,2.0,2.0,Chancery Lane at Metro Crossing,1886.0,,,,629.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-4A/home/170348625,NewHomeSource.com,Plan-101471437,N,Y,37.501322,-121.934804
1642,New Construction Plan,,Condo/Co-op,W-2A,Fremont,CA,94539,938995,2.0,2.0,Westbourne Park at Metro Crossing,1235.0,,,,760.0,,Active,,,http://www.redfin.com/CA/Fremont/Westbourne-Park-at-Metro-Crossing/W-2A/home/170213445,NewHomeSource.com,Plan-101547667,N,Y,37.501322,-121.934804
1643,New Construction Plan,,Condo/Co-op,C-2,Fremont,CA,94539,1187990,2.0,2.0,Chancery Lane at Metro Crossing,1688.0,,,,704.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-2/home/170348612,NewHomeSource.com,Plan-101471436,N,Y,37.501322,-121.934804
1644,New Construction Plan,,Condo/Co-op,C-1B,Fremont,CA,94539,1267990,3.0,2.0,Chancery Lane at Metro Crossing,1891.0,,,,671.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-1B/home/170348626,NewHomeSource.com,Plan-101471435,N,Y,37.501322,-121.934804
1645,New Construction Plan,,Condo/Co-op,C-1A,Fremont,CA,94539,1103990,2.0,2.0,Chancery Lane at Metro Crossing,1725.0,,,,640.0,,Active,,,http://www.redfin.com/CA/Fremont/Chancery-Lane-at-Metro-Crossing/C-1A/home/170173314,NewHomeSource.com,Plan-101471434,N,Y,37.501322,-121.934804
1646,New Construction Plan,,Condo/Co-op,Plan 4,Fremont,CA,94539,1040996,3.0,2.5,Theory at Innovation,1712.0,,,,608.0,,Active,,,http://www.redfin.com/CA/Fremont/Theory-at-Innovation/Plan-4/home/146530108,NewHomeSource.com,Plan-101616404,N,Y,37.5033632,-121.9441301
1647,New Construction Plan,,Condo/Co-op,N-6,Fremont,CA,94539,862995,2.0,2.0,Norwood Junction at Metro Crossing,1158.0,,,,745.0,,Active,,,http://www.redfin.com/CA/Fremont/Norwood-Junction-at-Metro-Crossing/N-6/home/170348627,NewHomeSource.com,Plan-101471433,N,Y,37.501322,-121.934804
1648,New Construction Plan,,Condo/Co-op,N-4G,Fremont,CA,94539,1014995,2.0,2.5,Norwood Junction at Metro Crossing,1730.0,,,,587.0,,Active,,,http://www.redfin.com/CA/Fremont/Norwood-Junction-at-Metro-Crossing/N-4G/home/170348628,NewHomeSource.com,Plan-101471432,N,Y,37.501322,-121.934804
1649,New Construction Plan,,Condo/Co-op,N-4F,Fremont,CA,94539,1184995,3.0,2.5,Norwood Junction at Metro Crossing,2109.0,,,,562.0,,Active,,,http://www.redfin.com/CA/Fremont/Norwood-Junction-at-Metro-Crossing/N-4F/home/170348629,NewHomeSource.com,Plan-101471431,N,Y,37.501322,-121.934804
1650,New Construction Plan,,Condo/Co-op,N-4D,Fremont,CA,94539,1014995,2.0,2.5,Norwood Junction at Metro Crossing,1786.0,,,,568.0,,Active,,,http://www.redfin.com/CA/Fremont/Norwood-Junction-at-Metro-Crossing/N-4D/home/170348630,NewHomeSource.com,Plan-101471430,N,Y,37.501322,-121.934804
