,PROPERTY TYPE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,shortesttime,BEDS,BATHS,medianhouseholdincome,averagehouseholdincome,percapitaincome,highincomehouseholds,walk,price/psf,differential
519,Single Family Residential,7501 Hillside St,Oakland,94605,409000,1306,2700.0,1928,24,3.0,2.0,69087,97630,37495,9.2%,29,313.1699846860643,-476357.59310018644
520,Condo/Co-op,505 Canyon Oaks Dr Unit F,Oakland,94605,620000,1316,,1986,24,2.0,2.5,69087,97630,37495,9.2%,29,471.1246200607903,-508419.84844418825
521,Townhouse,6264 Rocky Point Ct,Oakland,94605,885000,2269,2150.0,2010,24,4.0,3.0,69087,97630,37495,9.2%,29,390.03966505068314,-844212.1794432788
522,Condo/Co-op,6765 Skyview Dr,Oakland,94605,1426035,3161,,2019,24,3.0,3.5,69087,97630,37495,9.2%,29,451.13413476747866,-1336350.9221312273
523,Single Family Residential,30 Merlin Ct,Oakland,94605,599000,1929,9381.0,1959,24,3.0,2.5,69087,97630,37495,9.2%,29,310.523587350959,-916391.0819176962
524,Single Family Residential,7941 Greenly Dr,Oakland,94605,783000,1698,6500.0,1946,24,3.0,2.0,69087,97630,37495,9.2%,29,461.13074204947,-461117.6667991455
525,Single Family Residential,2427 80th Ave,Oakland,94605,499000,1357,4104.0,1931,24,3.0,1.0,69087,97630,37495,9.2%,29,367.722918201916,-314350.58795859176
526,Single Family Residential,10881 Snowdown Ave,Oakland,94605,899000,2005,6600.0,1965,24,3.0,2.5,69087,97630,37495,9.2%,29,448.3790523690773,-686426.1725836224
527,Condo/Co-op,8009 Greenridge Dr #2,Oakland,94605,475000,854,,1962,24,2.0,1.0,69087,97630,37495,9.2%,29,556.2060889929743,-51851.030178648885
528,Single Family Residential,4225 Oak Hill Rd,Oakland,94605,1250000,2794,23864.0,1935,24,4.0,3.0,69087,97630,37495,9.2%,29,447.38725841088046,-940760.3297121162
529,Condo/Co-op,760 Canyon Oaks Dr Unit F,Oakland,94605,550000,1123,,1988,24,2.0,2.0,69087,97630,37495,9.2%,29,489.7595725734639,-344456.5389015572
530,Single Family Residential,2932 Seminary Ave,Oakland,94605,620000,1188,5500.0,1923,24,3.0,1.0,69087,97630,37495,9.2%,29,521.8855218855219,-38635.254173658206
531,Single Family Residential,2646 76Th Ave,Oakland,94605,405000,820,3000.0,1926,24,2.0,1.0,69087,97630,37495,9.2%,29,493.9024390243902,-84154.67104831757
532,Single Family Residential,9819 Thermal St,Oakland,94605,545000,1147,4625.0,1926,24,3.0,2.0,69087,97630,37495,9.2%,29,475.15257192676546,-195852.85661363206
533,Single Family Residential,7626 Sterling Dr,Oakland,94605,765000,1193,5719.0,1942,24,3.0,2.0,69087,97630,37495,9.2%,29,641.2405699916178,-20605.46261798474
534,Single Family Residential,2809 99Th Ave,Oakland,94605,599000,1221,5625.0,1946,24,3.0,1.0,69087,97630,37495,9.2%,29,490.5814905814906,-93941.57465643063
535,Single Family Residential,2612 55Th Ave,Oakland,94605,700000,1375,3306.0,1928,24,2.0,1.0,69087,97630,37495,9.2%,29,509.09090909090907,-292606.367740158
536,Single Family Residential,2219 65Th Ave,Oakland,94605,399000,782,2500.0,1921,24,2.0,1.0,69087,97630,37495,9.2%,29,510.23017902813297,-54755.03234152845
537,Single Family Residential,6660 Brann St,Oakland,94605,359000,800,1875.0,1924,24,1.0,1.0,69087,97630,37495,9.2%,29,448.75,-275157.0922445725
538,Single Family Residential,3415 64th Avenue Pl,OAKLAND,94605,620000,1092,4400.0,1950,24,2.0,1.5,69087,97630,37495,9.2%,29,567.7655677655678,-179693.3001482056
539,Single Family Residential,4074 Kuhnle Ave,Oakland,94605,599000,896,6270.0,1939,24,2.0,1.0,69087,97630,37495,9.2%,29,668.5267857142857,38472.91147736483
540,Single Family Residential,3220 61St Ave,Oakland,94605,525000,1449,4408.0,1925,24,2.0,2.0,69087,97630,37495,9.2%,29,362.3188405797101,-652917.3375930174
541,Single Family Residential,3759 Delmont Ave,Oakland,94605,649000,1889,5785.0,1954,24,4.0,1.0,69087,97630,37495,9.2%,29,343.56802541026997,-487453.1866448489
542,Single Family Residential,7601 Hillside St,Oakland,94605,438000,888,2470.0,1926,24,3.0,1.0,69087,97630,37495,9.2%,29,493.2432432432432,50721.12107263773
543,Single Family Residential,2726 60Th Ave,Oakland,94605,649888,1905,4400.0,1922,24,3.0,2.0,69087,97630,37495,9.2%,29,341.1485564304462,-777275.911875088
544,Single Family Residential,9 Maydon Ct,Oakland,94605,855000,1588,6955.0,1963,24,3.0,2.0,69087,97630,37495,9.2%,29,538.4130982367758,-292657.9715307534
545,Single Family Residential,2305 Auseon Ave,Oakland,94605,449950,1052,3500.0,1921,24,2.0,1.0,69087,97630,37495,9.2%,29,427.7091254752852,-248541.5961178597
546,Multi-Family (2-4 Unit),,Oakland,94605,690000,1800,4960.0,1945,24,4.0,2.0,69087,97630,37495,9.2%,29,383.3333333333333,-482869.50639274134
547,Single Family Residential,2346 83Rd Ave,Oakland,94605,450000,963,6650.0,1940,24,2.0,1.0,69087,97630,37495,9.2%,29,467.2897196261682,-171449.060294786
548,Single Family Residential,6541 Bancroft Ave,Oakland,94605,479500,1124,2944.0,1976,24,2.0,1.0,69087,97630,37495,9.2%,29,426.6014234875445,-294762.24757176195
549,Single Family Residential,2757 106thh,Oakland,94605,570000,1339,5220.0,1942,24,2.0,2.0,69087,97630,37495,9.2%,29,425.6908140403286,-511457.64232462505
550,Multi-Family (2-4 Unit),2435 77Th Ave,Oakland,94605,650000,1640,5000.0,1947,24,3.0,2.0,69087,97630,37495,9.2%,29,396.3414634146341,-541735.6738600319
551,Single Family Residential,9824 Lawlor St,Oakland,94605,449500,897,4900.0,1924,24,3.0,1.0,69087,97630,37495,9.2%,29,501.1148272017837,54445.32898725278
552,Condo/Co-op,6745 Skyview Dr,OAKLAND,94605,1534975,2903,,2019,24,4.0,2.5,69087,97630,37495,9.2%,29,528.754736479504,-711230.2272387645
553,Multi-Family (2-4 Unit),2848 Ritchie St,Oakland,94605,599000,1756,6383.0,1922,24,3.0,2.0,69087,97630,37495,9.2%,29,341.11617312072894,-693105.5859392607
554,Single Family Residential,2956 55TH,Oakland,94605,850000,1762,,1926,24,3.0,2.0,69087,97630,37495,9.2%,29,482.40635641316686,-448308.3629930534
555,Single Family Residential,2610 67th Ave,Oakland,94605,430000,776,2500.0,1940,24,2.0,1.0,69087,97630,37495,9.2%,29,554.1237113402062,-21946.329086734215
556,Single Family Residential,11270 Lochard,Oakland,94605,7150000,19000,43000.0,2013,24,7.0,10.5,69087,97630,37495,9.2%,29,376.3157894736842,-10145816.162439678
557,Condo/Co-op,6743 Skyview Dr,Oakland,94605,1399500,3312,,2019,24,3.0,3.5,69087,97630,37495,9.2%,29,422.55434782608694,-1499757.111502435
558,Single Family Residential,110 San Leandro Blvd,San Leandro,94577,384950,656,701.0,1925,27,2.0,1.0,75121,96764,35985,9.4%,67,586.814024390244,96373.31751586718
559,Single Family Residential,1573 Daniels Dr,San Leandro,94577,999975,2370,12012.0,1951,27,3.0,3.0,75121,96764,35985,9.4%,67,421.93037974683546,-921296.0371499055
560,Single Family Residential,556 Tudor Rd,San Leandro,94577,675999,1224,4770.0,1948,27,3.0,2.0,75121,96764,35985,9.4%,67,552.2867647058823,-87119.98581176368
561,Single Family Residential,2003 EVELETH Ave,San Leandro,94577,699888,1248,5650.0,1952,27,3.0,3.0,75121,96764,35985,9.4%,67,560.8076923076923,-204557.6965885082
562,Single Family Residential,969 Alice Ave,San Leandro,94577,799000,1744,4480.0,1949,27,4.0,2.5,75121,96764,35985,9.4%,67,458.14220183486236,-331545.45817591855
563,Condo/Co-op,14443 Doolittle Dr,San Leandro,94577,400000,1060,,1979,27,3.0,2.0,75121,96764,35985,9.4%,67,377.35849056603774,-220386.63140488695
564,Single Family Residential,285 Elsie Ave,San Leandro,94577,685000,1228,5500.0,1946,27,3.0,1.0,75121,96764,35985,9.4%,67,557.8175895765472,37445.54349583131
565,Single Family Residential,325 Begier Ave,San Leandro,94577,949000,2185,5000.0,1942,27,3.0,2.0,75121,96764,35985,9.4%,67,434.324942791762,-684053.5863904876
566,Single Family Residential,1637 View Dr,San Leandro,94577,1050000,1973,9875.0,1956,27,3.0,2.0,75121,96764,35985,9.4%,67,532.1844906234161,-393564.71585696447
567,Single Family Residential,1429 Virginia St,San Leandro,94577,599900,955,5750.0,1943,27,2.0,1.0,75121,96764,35985,9.4%,67,628.1675392670157,36861.393562088604
568,Condo/Co-op,14197 Doolittle Dr,San Leandro,94577,439000,1047,,1973,27,2.0,2.0,75121,96764,35985,9.4%,67,419.2932187201528,-331969.88787732087
569,Single Family Residential,525 Lafayette Ave,San Leandro,94577,900000,2919,4000.0,1940,27,6.0,4.0,75121,96764,35985,9.4%,67,308.32476875642345,-1145069.2526386157
570,Single Family Residential,189 Dutton Ave,San Leandro,94577,565000,936,4171.0,1940,27,1.0,1.0,75121,96764,35985,9.4%,67,603.6324786324786,-143756.4126649435
571,Single Family Residential,491 W Juana Ave,SAN LEANDRO,94577,900000,1116,7500.0,1902,27,2.0,1.5,75121,96764,35985,9.4%,67,806.4516129032259,139454.7197751475
572,Single Family Residential,1725 Estudillo Ave,San Leandro,94577,1449000,4750,13653.0,1992,27,4.0,4.5,75121,96764,35985,9.4%,67,305.05263157894734,-2652110.5346987257
573,Condo/Co-op,398 Parrott #302,San Leandro,94577,425000,969,,1976,27,2.0,2.0,75121,96764,35985,9.4%,67,438.5964912280702,-275841.3539582308
574,Single Family Residential,4377 Terrabella Way,Oakland,94619,850000,1705,2518.0,1992,30,3.0,2.5,85855,119241,45967,16.2%,7,498.533724340176,-365190.6374710528
575,Single Family Residential,3532 Simmons St,Oakland,94619,649000,1200,5150.0,1926,30,3.0,2.0,85855,119241,45967,16.2%,7,540.8333333333334,-36429.4572990227
576,Single Family Residential,3226 Millsview Ave,Oakland,94619,429000,1330,3520.0,1924,30,3.0,1.5,85855,119241,45967,16.2%,7,322.5563909774436,-314479.40582264704
577,Condo/Co-op,3800 Maybelle Ave #17,Oakland,94619,515000,1031,18560.0,1981,30,2.0,1.5,85855,119241,45967,16.2%,7,499.5150339476237,-131859.13231122552
578,Single Family Residential,5881 Balmoral Dr,Oakland,94619,989000,2716,32960.0,1967,30,4.0,2.5,85855,119241,45967,16.2%,7,364.13843888070693,-974303.7879590525
579,Single Family Residential,3800 Magee Ave,Oakland,94619,787000,1466,5160.0,1914,30,3.0,2.0,85855,119241,45967,16.2%,7,536.8349249658936,-137247.7339616376
580,Single Family Residential,4540 Redding St,Oakland,94619,888000,1882,4232.0,1959,30,4.0,3.0,85855,119241,45967,16.2%,7,471.8384697130712,-377215.44331245637
581,Single Family Residential,3322 Morcom Ave,Oakland,94619,850000,1308,5488.0,1939,30,2.0,1.5,85855,119241,45967,16.2%,7,649.8470948012232,-39916.75726104225
582,Single Family Residential,2914 Minna Ave,Oakland,94619,648000,1152,4200.0,1921,30,3.0,1.0,85855,119241,45967,16.2%,7,562.5,125842.66138919746
583,Single Family Residential,4326 Hyacinth Ave,Oakland,94619,649000,831,2740.0,1941,30,2.0,1.0,85855,119241,45967,16.2%,7,780.9867629362215,250473.16010558174
584,Single Family Residential,3724 38th Ave,Oakland,94619,950000,2474,3089.0,1991,30,5.0,3.0,85855,119241,45967,16.2%,7,383.9935327405012,-694423.3652423373
585,Single Family Residential,4431 Penniman Ave,Oakland,94619,699000,1026,3080.0,1927,30,3.0,2.0,85855,119241,45967,16.2%,7,681.2865497076024,171098.6148921447
586,Multi-Family (2-4 Unit),3792 Angelo Ave,Oakland,94619,978000,2718,2850.0,1953,30,6.0,4.0,85855,119241,45967,16.2%,7,359.8233995584989,-835627.9441366787
587,Single Family Residential,4649 Fieldbrook Rd,OAKLAND,94619,1098000,1752,6000.0,1948,30,3.0,2.0,85855,119241,45967,16.2%,7,626.7123287671233,-91982.79257605225
588,Single Family Residential,4433 Fair Ave,OAKLAND,94619,918000,1536,5100.0,1920,30,4.0,3.0,85855,119241,45967,16.2%,7,597.65625,-26139.248202070128
589,Single Family Residential,3460 Birdsall Ave,Oakland,94619,995000,2339,6195.0,1945,30,4.0,2.0,85855,119241,45967,16.2%,7,425.3954681487815,-562971.9218755281
590,Single Family Residential,4250 Maybelle Ave,Oakland,94619,959000,1784,5500.0,1950,30,3.0,2.0,85855,119241,45967,16.2%,7,537.5560538116592,-260370.700915962
591,Multi-Family (2-4 Unit),861 Milton St,Oakland,94607,925000,2189,2925.0,1889,30,5.0,2.0,50149,79676,36394,9.1%,89,422.56738236637733,-322795.4008310009
592,Condo/Co-op,423 7th St #203,Oakland,94607,745000,1158,32670.0,2008,30,2.0,1.0,50149,79676,36394,9.1%,89,643.3506044905008,37269.860397744225
593,Townhouse,204 Palisade Dr,Oakland,94607,639000,987,7274.0,2011,30,2.0,2.5,50149,79676,36394,9.1%,89,647.4164133738602,-92515.70014477929
594,Condo/Co-op,311 Oak St Ph 5,Oakland,94607,949000,1314,,2003,30,2.0,2.0,50149,79676,36394,9.1%,89,722.2222222222222,-17986.416931878543
595,Condo/Co-op,2237 Myrtle St,Oakland,94607,815990,1552,,2020,30,3.0,3.5,50149,79676,36394,9.1%,89,525.7667525773196,-384674.0547025581
596,Single Family Residential,3107 filbert,Oakland,94607,995000,1860,3120.0,1895,30,4.0,2.0,50149,79676,36394,9.1%,89,534.9462365591398,-119238.79475631379
597,Single Family Residential,1224 Center St,Oakland,94607,600000,2120,2500.0,1950,30,1.0,1.0,50149,79676,36394,9.1%,89,283.0188679245283,-1132149.893103078
598,Multi-Family (2-4 Unit),1411 Peralta St,Oakland,94607,999999,2354,1350.0,1910,30,5.0,4.0,50149,79676,36394,9.1%,89,424.80841121495325,-638985.9402841013
599,Multi-Family (2-4 Unit),1440 Chestnut St,Oakland,94607,1750000,2872,7000.0,1924,30,8.0,5.0,50149,79676,36394,9.1%,89,609.3314763231198,10540.060302756727
600,Multi-Family (2-4 Unit),1904 Filbert St,Oakland,94607,1799888,3852,5000.0,1894,30,7.0,5.0,50149,79676,36394,9.1%,89,467.2606438213915,-985656.7713500508
601,Condo/Co-op,311 Oak St #307,Oakland,94607,899000,1404,,2003,30,2.0,2.0,50149,79676,36394,9.1%,89,640.3133903133903,-149565.27152398904
602,Condo/Co-op,5 Embarcadero #127,Oakland,94607,669000,1031,,1974,30,2.0,2.0,50149,79676,36394,9.1%,89,648.8845780795344,-35925.88690509938
603,Condo/Co-op,2233 Myrtle St,Oakland,94607,699990,1235,,2020,30,2.0,2.5,50149,79676,36394,9.1%,89,566.7935222672065,-258040.186314145
604,Single Family Residential,1818 Adeline St,Oakland,94607,988000,960,6450.0,1890,30,2.0,1.0,50149,79676,36394,9.1%,89,1029.1666666666667,482286.84955611883
605,Multi-Family (2-4 Unit),933 Wood St,Oakland,94607,749000,1896,2272.0,1895,30,6.0,2.0,50149,79676,36394,9.1%,89,395.042194092827,-70844.03874539142
606,Condo/Co-op,428 Alice St #503,Oakland,94607,599000,726,726.0,2006,30,1.0,1.0,50149,79676,36394,9.1%,89,825.068870523416,119717.306889817
607,Single Family Residential,1071 32nd St,Oakland,94607,567000,1492,3842.0,2019,30,4.0,2.5,50149,79676,36394,9.1%,89,380.02680965147454,-296765.7932258253
608,Single Family Residential,925 Willow St,Oakland,94607,567000,1492,3842.0,2019,30,4.0,2.5,50149,79676,36394,9.1%,89,380.02680965147454,-296765.7932258253
609,Single Family Residential,1731 Chase,Oakland,94607,567000,1492,2650.0,2019,30,4.0,2.5,50149,79676,36394,9.1%,89,380.02680965147454,-296765.7932258253
610,Single Family Residential,1115 84th,Oakland,94607,449888,800,5200.0,1940,30,2.0,1.0,50149,79676,36394,9.1%,89,562.36,79651.59004088829
611,Single Family Residential,723 Peralta St,Oakland,94607,1050000,1993,3463.0,2005,30,3.0,2.5,50149,79676,36394,9.1%,89,526.8439538384346,-428726.57909567514
612,Townhouse,1429 Wood St,Oakland,94607,699000,1240,,2018,30,2.0,2.5,50149,79676,36394,9.1%,89,563.7096774193549,-263180.2515287696
613,Single Family Residential,8700 Hillside St,Oakland,94607,449000,828,4290.0,1942,30,2.0,1.0,50149,79676,36394,9.1%,89,542.2705314009662,53001.4085717391
614,Condo/Co-op,5025 Woodminster Ln #401,Oakland,94602,567890,1119,,1966,20,2.0,1.0,90661,125615,50952,18.6%,87,507.49776586237715,-268905.8090156384
615,Single Family Residential,3901 Lyman Rd,Oakland,94602,750000,1008,5396.0,1928,20,2.0,1.0,90661,125615,50952,18.6%,87,744.047619047619,21077.885750657646
616,Single Family Residential,1865 Brentwood Rd,Oakland,94602,1200000,2264,5562.0,1936,20,3.0,2.5,90661,125615,50952,18.6%,87,530.035335689046,-683627.8204463434
617,Single Family Residential,3032 Texas St,Oakland,94602,499000,1236,3900.0,1925,20,2.0,1.0,90661,125615,50952,18.6%,87,403.72168284789643,-436015.40582194994
618,Single Family Residential,3442 Suter,Oakland,94602,575000,1000,3500.0,1926,20,2.0,1.0,90661,125615,50952,18.6%,87,575.0,-146288.56713399547
619,Single Family Residential,3359 Brookdale Ave,Oakland,94602,650000,1427,3500.0,1903,20,4.0,2.0,90661,125615,50952,18.6%,87,455.5010511562719,-245722.70174543955
620,Single Family Residential,3554 Lincoln Ave,Oakland,94602,799000,1192,5904.0,1920,20,2.0,2.0,90661,125615,50952,18.6%,87,670.3020134228188,-213985.3396135494
621,Condo/Co-op,1124 Hollywood,Oakland,94602,710000,1177,,1969,20,2.0,2.0,90661,125615,50952,18.6%,87,603.2285471537808,-298750.1515069336
622,Single Family Residential,3207 Boston Ave,Oakland,94602,749900,1321,3515.0,1924,20,4.0,3.0,90661,125615,50952,18.6%,87,567.6760030280091,-172561.08289998933
623,Multi-Family (2-4 Unit),3264 School St,Oakland,94602,799000,3087,9332.0,1927,20,4.0,3.0,90661,125615,50952,18.6%,87,258.82734045999354,-1724792.636401473
624,Single Family Residential,1634 Leimert Blvd,Oakland,94602,1199000,1916,5040.0,1936,20,3.0,2.5,90661,125615,50952,18.6%,87,625.7828810020877,-369189.58269018284
625,Condo/Co-op,2901 Macarthur Blvd #307,Oakland,94602,450000,903,16964.0,1991,20,2.0,1.0,90661,125615,50952,18.6%,87,498.33887043189367,-195782.72516739788
626,Single Family Residential,3751 Randolph Ave,Oakland,94602,749900,1071,2070.0,1924,20,2.0,1.0,90661,125615,50952,18.6%,87,700.1867413632119,-35363.125716167735
627,Single Family Residential,3238 Brunell Dr. + 3 lots,Oakland,94602,1695000,2092,64904.0,1942,20,4.0,2.0,90661,125615,50952,18.6%,87,810.2294455066922,189049.3852010267
628,Single Family Residential,2007 E 22ND St,Oakland,94606,595000,808,3500.0,1900,22,2.0,1.0,53108,70624,29339,4.6%,88,736.3861386138614,87201.62997297279
629,Single Family Residential,2325 Park Blvd,Oakland,94606,899000,1598,3968.0,1922,22,4.0,2.0,53108,70624,29339,4.6%,88,562.5782227784731,-120864.3190710675
630,Single Family Residential,1630 E 21st St,Oakland,94606,429000,901,5547.0,1923,22,2.0,1.0,53108,70624,29339,4.6%,88,476.13762486126524,-167490.59357120644
631,Multi-Family (2-4 Unit),314 Hanover Ave,Oakland,94606,829000,2585,3488.0,1914,22,4.0,2.0,53108,70624,29339,4.6%,88,320.6963249516441,-1083984.0509359082
632,Single Family Residential,1932 20th Ave,Oakland,94606,740000,1836,2800.0,1900,22,5.0,3.5,53108,70624,29339,4.6%,88,403.05010893246185,-506091.1360521405
633,Single Family Residential,2634 Highland Ave,Oakland,94606,769000,1890,4600.0,1906,22,4.0,2.0,53108,70624,29339,4.6%,88,406.8783068783069,-512485.63364597387
634,Multi-Family (2-4 Unit),2417 Wallace St,Oakland,94606,525000,1429,3784.0,1940,22,3.0,2.0,53108,70624,29339,4.6%,88,367.38978306508045,-508629.3480697549
635,Multi-Family (2-4 Unit),2116 9th Ave,Oakland,94606,799000,2713,7500.0,1895,22,3.0,3.0,53108,70624,29339,4.6%,88,294.50792480648727,-1508698.7354773097
636,Multi-Family (2-4 Unit),1522 18th Ave,Oakland,94606,890000,2926,4800.0,1905,22,5.0,3.0,53108,70624,29339,4.6%,88,304.16951469583046,-1285652.8603666672
637,Single Family Residential,7241 Sayre Dr,Oakland,94611,999000,2086,6304.0,1964,32,3.0,2.0,124483,174278,78683,30.1%,33,478.9069990412272,-462299.6398244307
638,Condo/Co-op,4104 Montgomery,Oakland,94611,599000,725,,1906,32,1.0,1.0,124483,174278,78683,30.1%,33,826.2068965517242,174216.50074953365
639,Condo/Co-op,3239 Kempton Ave #7,Oakland,94611,849500,1353,40145.0,1927,32,3.0,1.0,124483,174278,78683,30.1%,33,627.8640059127864,178491.69946273474
640,Single Family Residential,6627 Heartwood Dr,Oakland,94611,988888,1531,8475.0,1941,32,3.0,2.0,124483,174278,78683,30.1%,33,645.9098628347485,35052.03729258268
641,Condo/Co-op,77 Fairmount Ave #310,Oakland,94611,499000,659,,1970,32,1.0,1.0,124483,174278,78683,30.1%,33,757.2078907435508,121814.00615465041
642,Single Family Residential,4209 Howe St,Oakland,94611,1950000,2445,6000.0,1895,32,4.0,2.0,124483,174278,78683,30.1%,33,797.5460122699386,339986.743845697
643,Condo/Co-op,567 Oakland Ave #313,Oakland,94611,458999,705,,1970,32,1.0,1.0,124483,174278,78683,30.1%,33,651.0624113475177,40117.147140905145
644,Single Family Residential,1776 Gaspar Dr,OAKLAND,94611,1850000,2233,7914.0,2019,32,4.0,4.5,124483,174278,78683,30.1%,33,828.4818629646215,111440.07180746784
645,Single Family Residential,6705 Oakwood Dr,Oakland,94611,1095000,2848,9145.0,1977,32,4.0,2.5,124483,174278,78683,30.1%,33,384.4803370786517,-955375.1481125492
646,Single Family Residential,6700 Moore Dr,Oakland,94611,1295000,3157,6949.0,1993,32,4.0,4.5,124483,174278,78683,30.1%,33,410.19955654101994,-1276135.6214784621
647,Single Family Residential,17020 Broadway Ter,Oakland,94611,2400000,3747,12142.0,2019,30,4.0,4.0,124483,174278,78683,30.1%,33,640.5124099279424,-685981.5608238312
